, where, what, value
0, driver, memory_footprint_bytes, 134279168.000000000000
1, driver, kernel_time, 0.004132777000
2, driver, total_time, 0.012370613000
3, driver, kernel_time 0, 0.000818882000
4, driver, kernel_time 1, 0.000828709000
5, driver, kernel_time 2, 0.000827730000
6, driver, kernel_time 3, 0.000828256000
7, driver, kernel_time 4, 0.000829200000
8, GPU1.CommandProcessor, kernel_time, 0.004129832000
9, GPU1.CommandProcessor, kernel_time 0, 0.000818882000
10, GPU1.CommandProcessor, kernel_time 1, 0.000828709000
11, GPU1.CommandProcessor, kernel_time 2, 0.000827730000
12, GPU1.CommandProcessor, kernel_time 3, 0.000828256000
13, GPU1.CommandProcessor, kernel_time 4, 0.000829200000
14, GPU1.CommandProcessor, kernel_time (force stop) 0, 0.006915930000
15, GPU1.CommandProcessor, kernel_time (force stop) 1, 0.006081685000
16, GPU1.CommandProcessor, kernel_time (force stop) 2, 0.005237617000
17, GPU1.CommandProcessor, kernel_time (force stop) 3, 0.004394514000
18, GPU1.CommandProcessor, kernel_time (force stop) 4, 0.003550894000
19, GPU1.chiplet_00.SA_00.CU_00, inst_count, 1374036.000000000000
20, GPU1.chiplet_00.SA_00.CU_01, inst_count, 1378056.000000000000
21, GPU1.chiplet_00.SA_00.CU_02, inst_count, 1376716.000000000000
22, GPU1.chiplet_00.SA_00.CU_03, inst_count, 1378056.000000000000
23, GPU1.chiplet_00.SA_01.CU_00, inst_count, 1378860.000000000000
24, GPU1.chiplet_00.SA_01.CU_01, inst_count, 1378592.000000000000
25, GPU1.chiplet_00.SA_01.CU_02, inst_count, 1380468.000000000000
26, GPU1.chiplet_00.SA_01.CU_03, inst_count, 1372428.000000000000
27, GPU1.chiplet_00.SA_02.CU_00, inst_count, 1369212.000000000000
28, GPU1.chiplet_00.SA_02.CU_01, inst_count, 1372160.000000000000
29, GPU1.chiplet_00.SA_02.CU_02, inst_count, 1373768.000000000000
30, GPU1.chiplet_00.SA_02.CU_03, inst_count, 1374840.000000000000
31, GPU1.chiplet_00.SA_03.CU_00, inst_count, 1371088.000000000000
32, GPU1.chiplet_00.SA_03.CU_01, inst_count, 1372160.000000000000
33, GPU1.chiplet_00.SA_03.CU_02, inst_count, 1374572.000000000000
34, GPU1.chiplet_00.SA_03.CU_03, inst_count, 1367872.000000000000
35, GPU1.chiplet_00.SA_04.CU_00, inst_count, 1372964.000000000000
36, GPU1.chiplet_00.SA_04.CU_01, inst_count, 1371624.000000000000
37, GPU1.chiplet_00.SA_04.CU_02, inst_count, 1372160.000000000000
